	Unknown	InNeurons	Oligodendrocytes	Endothelial	Microglia	Astrocytes	OPC	ExNeurons
126432670	0.0046351994	0.19454451	0.13337387	0.061094582	0.017510192	0.14861862	0.0109386295	0.42928436
126432654	0.0028940886	0.20369233	0.03746933	0.051966544	0.011121814	0.09818385	0.0064851525	0.5881869
126432606	0.0033332699	0.22506368	0.09720371	0.053788815	0.011975414	0.1323529	0.008152689	0.4681295
126432118	0.0032416936	0.19121759	0.088572	0.049246788	0.011940808	0.10545185	0.007211397	0.5431178
126432086	0.0027831774	0.19716203	0.081054665	0.053040307	0.009476875	0.10515192	0.0065412526	0.54478973
126432232	0.0033687316	0.19575156	0.11976719	0.05421691	0.0125472685	0.12555207	0.008150564	0.4806457
126432104	0.0043449323	0.21711385	0.14250927	0.05628672	0.015845431	0.1447321	0.0114573985	0.4077103
126432182	0.0032948812	0.20612569	0.11578825	0.056571573	0.012094899	0.123897076	0.008490652	0.473737
126432166	0.0035916846	0.2082942	0.09791219	0.060198475	0.011753322	0.14960411	0.009098235	0.4595478
126432053	0.0040506287	0.23464036	0.072505675	0.05204444	0.014915901	0.10198317	0.010738071	0.5091217
126432132	0.004770383	0.23078783	0.12910856	0.059125323	0.015755907	0.17198198	0.0119502535	0.37651977
126432116	0.0031678248	0.20000571	0.096416004	0.059799314	0.009995685	0.13695037	0.007665448	0.48599955
126431641	0.0041976683	0.1921023	0.17777674	0.06436495	0.015181883	0.121585034	0.009852329	0.41493908
126432068	0.0041495836	0.18311019	0.17820193	0.06457395	0.014825721	0.12388887	0.009642354	0.4216074
126431707	0.0038703189	0.22166674	0.06027918	0.06145476	0.0139967315	0.123251595	0.010369675	0.505111
126431675	0.0029437102	0.27542108	0.02273654	0.07344153	0.014830935	0.09296169	0.008471872	0.50919265
126431755	0.0046700896	0.20317674	0.12765102	0.06015576	0.018699108	0.14136349	0.01090997	0.43337384
126431721	0.0039100517	0.20013429	0.12627627	0.06023727	0.013886392	0.13159357	0.009309909	0.45465222
126431753	0.0021600807	0.23447435	0.04779631	0.048459847	0.007541129	0.08330279	0.0055671073	0.57069844
126431625	0.0047351373	0.19865985	0.13152225	0.06393903	0.016109567	0.14694129	0.011403643	0.42668924
126432485	0.0029698256	0.19933231	0.09112119	0.05723849	0.008206229	0.11711071	0.0071407775	0.5168805
126426507	0.002842962	0.19093573	0.09085953	0.053678785	0.00785862	0.1205497	0.006919067	0.52635556
126426491	0.002386363	0.22690763	0.057326738	0.04519103	0.009156779	0.09079965	0.0059929863	0.5622388
126426425	0.0022324624	0.22368224	0.03886738	0.050756514	0.0075997734	0.10845306	0.0055999886	0.5628086
126426409	0.0027442768	0.20078099	0.07728923	0.052035883	0.0094731385	0.111003965	0.006901775	0.53977066
126431639	0.0037840866	0.20145781	0.1388908	0.05915022	0.01223699	0.13633756	0.009797134	0.4383454
126426423	0.003378465	0.21334946	0.08371037	0.057800997	0.011887323	0.1138555	0.008461328	0.50755656
126426471	0.0024889472	0.2102762	0.04476889	0.05015252	0.008341997	0.10617509	0.006379844	0.57141656
126426455	0.004919994	0.21910942	0.15631856	0.07004612	0.015802326	0.16682087	0.012229666	0.3547531
126431623	0.005394712	0.2230766	0.15217389	0.07310622	0.017027566	0.16304028	0.012847338	0.35333338
126426503	0.0029054906	0.18682344	0.10543736	0.051597025	0.009762752	0.11281488	0.0069065727	0.5237525
126432051	0.002978243	0.19540705	0.10495138	0.053790215	0.009710942	0.11540648	0.0073261876	0.51042956
126435057	0.004485095	0.17954016	0.15216285	0.07182927	0.013278909	0.16307956	0.011081013	0.40454316
126435121	0.00341646	0.1951247	0.10587297	0.060765464	0.01178797	0.12856655	0.00820575	0.48626015
126435123	0.0047503826	0.17252803	0.18290855	0.0819995	0.013933614	0.19691695	0.012294554	0.3346685
126435107	0.003058546	0.18770687	0.058269978	0.054384008	0.010028668	0.13384919	0.006863501	0.5458392
126434981	0.0025300833	0.19813614	0.047268916	0.050221205	0.0073961853	0.10968229	0.0060596825	0.5787055
126435013	0.0025889904	0.21311347	0.03759937	0.056682754	0.007823224	0.14876714	0.006682668	0.5267423
126435077	0.003181754	0.19984029	0.09938219	0.05602375	0.011145321	0.12038208	0.0073633487	0.5026812
126435061	0.0032550476	0.168676	0.098241	0.061754327	0.009251673	0.15341707	0.007562528	0.4978423
126435045	0.0072550788	0.12755741	0.32547256	0.091586806	0.02053648	0.20454818	0.013949213	0.20909429
126435029	0.0048151757	0.16439389	0.16741477	0.07388323	0.013423043	0.18089525	0.011064439	0.38411018
126435141	0.0031518561	0.21416306	0.11358285	0.065036125	0.009960764	0.13400681	0.008591407	0.4515071
126435157	0.0022808886	0.2170676	0.039649736	0.048403736	0.008857235	0.088229835	0.00519009	0.5903209
126435047	0.0056528742	0.13942756	0.19979645	0.08399532	0.0131203355	0.18504395	0.012746952	0.3602165
126435031	0.0047811945	0.1636468	0.17264146	0.07712799	0.012525212	0.16432898	0.011389361	0.39355898
126435159	0.004673149	0.18403749	0.084314965	0.085817195	0.012047424	0.18394203	0.01041356	0.43475422
126435143	0.004264217	0.17196892	0.11764147	0.08303687	0.010293289	0.17655957	0.010119586	0.42611608
126435049	0.0039170645	0.193875	0.09733049	0.07381379	0.010868621	0.16680539	0.008300983	0.4450887
126435017	0.0030937495	0.27935597	0.06613775	0.06728741	0.01054022	0.10083467	0.007163444	0.4655868
126434985	0.005530493	0.22111613	0.17946821	0.08563429	0.016071297	0.13283533	0.011262254	0.34808195
126434401	0.0047922353	0.17259979	0.18035056	0.0783692	0.014865578	0.203573	0.012289601	0.33315998
126434508	0.0044446923	0.18961607	0.16492033	0.07736137	0.013229226	0.120280616	0.010935915	0.41921183
126434422	0.0038291693	0.20058095	0.12144235	0.060358126	0.012967748	0.13499828	0.009036783	0.45678663
126434487	0.0027146114	0.21873803	0.07683645	0.05565019	0.009620548	0.110019185	0.006328882	0.52009207
126434530	0.0027297288	0.21266691	0.07050652	0.04968741	0.010581656	0.09498072	0.0063008866	0.55254614
126434506	0.0037284966	0.1853996	0.12487645	0.05737811	0.012170582	0.13538785	0.008920152	0.47213867
126434579	0.0033605306	0.1966136	0.10643735	0.06598871	0.009179496	0.13791694	0.008317006	0.47218642
126434461	0.0052212193	0.18110918	0.16632731	0.07367167	0.015934115	0.20455599	0.012423529	0.340757
126434524	0.0046961047	0.21242326	0.1717745	0.06829182	0.015096758	0.1381016	0.009772857	0.37984303
126434559	0.0032842967	0.20279928	0.09446081	0.059815336	0.011313815	0.15543668	0.008003135	0.46488664
126434577	0.003619792	0.18809557	0.14027013	0.05974333	0.012401133	0.13626446	0.008815021	0.45079055
126434413	0.0032109963	0.22001731	0.079275616	0.055825125	0.01353601	0.117512845	0.0074246773	0.50319743
126434561	0.0031402654	0.25002375	0.04433335	0.05863467	0.011921987	0.1345795	0.008097754	0.48926875
126434504	0.00394402	0.19717538	0.14702268	0.06148776	0.0133007495	0.14518085	0.009676457	0.42221203
126434409	0.0045675286	0.22279572	0.14952025	0.06542441	0.014687522	0.13523012	0.009850593	0.39792386
126434521	0.0046301517	0.20904887	0.1536239	0.06572139	0.015961194	0.14262678	0.010015671	0.39837205
126434375	0.0028764158	0.22439504	0.062403087	0.056155663	0.01038035	0.121005796	0.0073354156	0.5154482
126432574	0.005192559	0.18390651	0.20136173	0.0704707	0.016896365	0.1413899	0.011377525	0.3694047
126432540	0.0051950663	0.15943113	0.16521768	0.07807819	0.015415949	0.20579608	0.012695864	0.35817006
126432672	0.0035362423	0.19971986	0.0909929	0.053464267	0.014030389	0.13014193	0.008003742	0.5001106
126432536	0.003597007	0.18681486	0.113796175	0.06615556	0.0105445655	0.14659204	0.008885873	0.46361396
126432604	0.004033265	0.19336158	0.13723598	0.060399618	0.011453718	0.1614036	0.01024768	0.4218645
126432668	0.004514775	0.19956551	0.14575088	0.08098341	0.014330541	0.16778095	0.010335655	0.3767383
126432572	0.0040790145	0.20116298	0.075507425	0.059497345	0.013977788	0.15557824	0.0095683085	0.48062894
126432519	0.0042570396	0.19210003	0.16462697	0.060514003	0.014133081	0.12700301	0.009637218	0.42772865
126432503	0.0032506196	0.24436767	0.053399786	0.06973079	0.013401686	0.1209861	0.007671703	0.4871916
126432489	0.0043177814	0.23253655	0.08495303	0.06324374	0.015265838	0.14454474	0.010772155	0.44436613
126432070	0.0047836527	0.17719539	0.1653138	0.06490461	0.015852122	0.14564063	0.0108584305	0.4154514
126432168	0.007227438	0.20119457	0.18356116	0.081252426	0.026867637	0.196132	0.019040521	0.28472427
126432102	0.0033470485	0.20124102	0.1146576	0.05730386	0.011749953	0.11867734	0.008238957	0.48478425
126432056	0.0045194593	0.22123174	0.080224305	0.0657314	0.016517797	0.15212868	0.011128783	0.44851792
126432136	0.007659896	0.21488684	0.2987801	0.098644376	0.01993872	0.22582467	0.014377847	0.11988755
126432198	0.0041431277	0.26576984	0.09845654	0.056269374	0.015073384	0.12776391	0.011672149	0.42085168
126434342	0.0045766975	0.2243079	0.12260578	0.06528156	0.014445868	0.18162219	0.011719662	0.37544036
126432148	0.004348299	0.23843634	0.117509484	0.062707424	0.014810674	0.17216866	0.011134018	0.37888512
126432100	0.0038163506	0.21300972	0.13243008	0.060947984	0.01268474	0.15108274	0.009810712	0.4162177
126431657	0.0029377632	0.21673055	0.092131026	0.05873102	0.010485238	0.11625582	0.0070400313	0.49568856
126431739	0.0030941896	0.1971116	0.04739964	0.056297153	0.009709654	0.11667506	0.0072844974	0.5624282
126431772	0.0031183257	0.19688706	0.039672084	0.053367045	0.011919116	0.092933424	0.006871568	0.59523135
126431643	0.007158749	0.06628426	0.6434118	0.10942132	0.04421966	0.105323315	0.013214319	0.0109665245
126431805	0.0075773695	0.18136252	0.2523633	0.07534434	0.025108716	0.17945157	0.014999066	0.26379314
126431789	0.0023956145	0.23743556	0.053218033	0.0606499	0.007683549	0.11492253	0.0069569037	0.5167379
126431737	0.003024908	0.20546342	0.10217694	0.05926189	0.010293971	0.10915818	0.006892745	0.5037279
126431770	0.00334646	0.19753098	0.07545135	0.0538225	0.011841304	0.11185315	0.0075790565	0.53857523
126426537	0.004925013	0.162867	0.19810744	0.06706178	0.015991842	0.14993949	0.011991897	0.38911557
126426553	0.0031848736	0.19672747	0.12665944	0.055132538	0.010658219	0.1316918	0.008434022	0.46751165
126426569	0.003758807	0.17893235	0.18219185	0.06347052	0.012810065	0.15351838	0.009282791	0.39603528
126426443	0.0043479153	0.2031626	0.12816684	0.06135301	0.016417684	0.15528192	0.011542899	0.41972718
126426427	0.0032208858	0.18940018	0.1424744	0.056618992	0.010221233	0.13756377	0.008374812	0.4521257
126426567	0.0047884374	0.15604372	0.2318907	0.06471185	0.0154374875	0.14011745	0.010947727	0.3760626
126426535	0.0043226145	0.17379797	0.18059337	0.06428031	0.013694542	0.14207248	0.010270194	0.41096854
126426457	0.0024473455	0.22420363	0.053290542	0.051067237	0.0075431797	0.11180049	0.0058804066	0.5437672
126426441	0.0043545053	0.21805477	0.11190926	0.063527144	0.014914309	0.15885328	0.011048001	0.41733876
126426393	0.0031609333	0.18359257	0.1121701	0.05340406	0.0105086705	0.11246995	0.007300407	0.5173933
126426407	0.00238184	0.193155	0.050153475	0.05115961	0.008035566	0.102276154	0.005363703	0.58747464
126426439	0.0027482323	0.20377065	0.09896338	0.052735943	0.009166378	0.11370909	0.0066315676	0.51227474
126439301	0.0080541065	0.23595084	0.2543742	0.091889836	0.021516278	0.22611175	0.014994201	0.1471088
126435750	0.0057466268	0.44664392	0.10550528	0.07939415	0.021775633	0.13481194	0.009432531	0.1966899
126435734	0.0059982003	0.43195155	0.118791245	0.084996454	0.018766835	0.15917365	0.011952291	0.16836977
126435718	0.0056789066	0.44761422	0.11168141	0.08008859	0.020606197	0.1397984	0.009338187	0.18519409
126435892	0.0056300997	0.43615553	0.121198975	0.07883064	0.020054895	0.13838005	0.009730292	0.19001953
126435782	0.006164335	0.43795	0.095982194	0.09683677	0.025499472	0.15174057	0.012363763	0.17346291
126435720	0.0053438335	0.45785832	0.08353114	0.09001436	0.019283066	0.17011863	0.012267049	0.16158362
126435894	0.005090414	0.44779292	0.09189003	0.07800815	0.01795401	0.15436381	0.010580179	0.1943205
126435878	0.0051638344	0.44715062	0.08015719	0.08282695	0.019255772	0.1685729	0.010768234	0.18610449
126435862	0.0049237665	0.43605494	0.10013028	0.07706725	0.01742335	0.17391612	0.010398187	0.18008614
126435846	0.0053321323	0.43343008	0.088386096	0.08863609	0.018890591	0.17377226	0.012377251	0.17917554
126435830	0.0050510042	0.44948328	0.078012295	0.08072365	0.018661745	0.1712081	0.010957978	0.1859019
126435814	0.005035663	0.4522965	0.093831755	0.07490335	0.01882553	0.16331764	0.0100927055	0.18169688
126435798	0.005209327	0.44433856	0.084702015	0.077781476	0.017637148	0.17840378	0.010823612	0.18110412
126435810	0.005626148	0.42294255	0.1373254	0.08192718	0.01847681	0.13969003	0.009876001	0.18413584
126435778	0.005199223	0.4475371	0.11117206	0.07327605	0.016625242	0.14986908	0.010024553	0.18629666
126435780	0.005229566	0.4460826	0.103195995	0.08093672	0.018314345	0.15604387	0.010550086	0.17964685
126435764	0.005500708	0.44354677	0.11577511	0.08164519	0.01880025	0.14052953	0.010360704	0.1838417
126435748	0.0054730424	0.41840968	0.1356774	0.08033296	0.016845295	0.15813182	0.009535876	0.17559391
126435732	0.005067771	0.42801216	0.12329775	0.07245708	0.015969599	0.17163186	0.009684022	0.17387976
126435890	0.004962979	0.43514863	0.11308966	0.08412653	0.01775624	0.15678053	0.010352015	0.17778344
126435874	0.00539656	0.439986	0.09177494	0.08312745	0.020102901	0.17114998	0.012210126	0.17625205
126435858	0.005306048	0.4294219	0.10308984	0.08473735	0.017382735	0.16606094	0.010524973	0.18347621
126435876	0.0049541458	0.4662272	0.07443371	0.091238104	0.021337219	0.17822069	0.01039466	0.15319431
126435860	0.007114572	0.35083976	0.23240305	0.0826101	0.025580095	0.15098153	0.01027969	0.14019124
126435812	0.0064884746	0.36690593	0.20521884	0.08215695	0.020665525	0.16584687	0.010808204	0.14190924
126435796	0.006080667	0.40390763	0.15812702	0.07726491	0.019152185	0.14289546	0.010320373	0.18225175
126435808	0.0051801144	0.451767	0.08246281	0.07844586	0.017324265	0.16259412	0.010243566	0.19198222
126435792	0.006106501	0.43630883	0.10254186	0.08407282	0.018573245	0.16485979	0.012051071	0.17548586
126435760	0.00557805	0.4371362	0.13385338	0.07885681	0.01949521	0.12588571	0.009522645	0.18967195
126435746	0.005221522	0.44767353	0.10057471	0.090385236	0.017894462	0.14141937	0.010984257	0.18584688
126435730	0.0052748644	0.43652344	0.12212608	0.08187838	0.01843755	0.13800484	0.009757199	0.18799762
126435714	0.0055701355	0.42962155	0.12219676	0.08064276	0.01806931	0.16342823	0.011112289	0.16935897
126439269	0.004945437	0.44192708	0.11546743	0.08584853	0.01735747	0.15693879	0.009931313	0.1675839
126435888	0.00536886	0.42703438	0.11751237	0.08590456	0.017437082	0.16706105	0.010434817	0.16924691
126435872	0.0059570633	0.415107	0.14194953	0.08808894	0.018609256	0.14052261	0.01045478	0.17931084
126435856	0.006925786	0.3767015	0.17040664	0.0874534	0.019950507	0.16566442	0.01037843	0.16251925
126435840	0.0059717805	0.39999723	0.16415687	0.08251531	0.018905705	0.1583283	0.010893535	0.15923128
126435824	0.0049634003	0.43166423	0.12931144	0.079077385	0.016830225	0.15919845	0.009256101	0.16969876
126435736	0.0036477968	0.28283894	0.10943631	0.05831809	0.018668927	0.120894276	0.0108392285	0.39535642
126435712	0.0034102763	0.24273999	0.118298195	0.06322972	0.011295915	0.12029999	0.0080544995	0.4326714
126435886	0.0033873618	0.21185088	0.10706836	0.058172252	0.010638085	0.1368279	0.008354205	0.46370098
126435870	0.004526761	0.19708204	0.13619407	0.060017567	0.015745204	0.12751818	0.01077681	0.44813934
126435854	0.004165064	0.17464097	0.17424178	0.06581315	0.012283445	0.13473748	0.009873991	0.42424417
126435838	0.003487775	0.19436304	0.1036944	0.05618614	0.011250968	0.12604316	0.008554555	0.49642
126435822	0.004382257	0.19555897	0.11800294	0.06274134	0.014891001	0.12384682	0.010598015	0.4699787
126435728	0.0046658856	0.20724978	0.1322759	0.058646012	0.017212268	0.15457836	0.012238299	0.41313353
126435806	0.008447508	0.2014531	0.27390704	0.10811762	0.02211678	0.25754318	0.016687619	0.111727126
126435790	0.007334105	0.27756563	0.1830566	0.08651715	0.023573346	0.26627123	0.014857284	0.14082463
126435774	0.0033752767	0.24238867	0.11200753	0.07251771	0.010012458	0.11805645	0.0076034716	0.43403843
126435742	0.004559845	0.1845134	0.18839772	0.07042797	0.013549298	0.15545742	0.011014278	0.37208006
126435726	0.0036456764	0.20193952	0.121162176	0.05676378	0.011573211	0.12326983	0.008679029	0.47296676
126435710	0.0033321127	0.19491847	0.10585019	0.06324478	0.011674032	0.11084399	0.009618462	0.50051796
126435884	0.003674676	0.19628108	0.12403528	0.057818007	0.013952452	0.13438772	0.009401084	0.4604497
126435868	0.0031491339	0.18529004	0.09141063	0.05179474	0.009459045	0.121859215	0.0074019693	0.52963525
126435852	0.004782396	0.20728941	0.2018875	0.05539802	0.020426346	0.119243346	0.011900328	0.37907267
126435836	0.0022137768	0.21162264	0.026774824	0.04854111	0.0071059433	0.112459265	0.005583067	0.5856994
126435820	0.0031715662	0.23005931	0.058141943	0.0634099	0.00990221	0.15201549	0.008344629	0.47495496
126435804	0.0032360468	0.17974977	0.11150267	0.05292211	0.011647657	0.12033004	0.008281442	0.51233023
126435788	0.004856503	0.18256234	0.16998994	0.069648154	0.016451204	0.1594492	0.010428132	0.38661456
126435756	0.006998656	0.22289133	0.19650467	0.07400124	0.028302593	0.22748254	0.015729293	0.22808969
126435740	0.0035941321	0.19812731	0.104385115	0.063847564	0.011681433	0.12130313	0.008272108	0.48878923
126435724	0.0035757192	0.18115981	0.11117973	0.064011164	0.010167437	0.14555235	0.009029158	0.47532463
126439253	0.0046868236	0.19389218	0.12847577	0.0785484	0.013149763	0.16387568	0.010484423	0.40688697
126435708	0.0038470577	0.20628087	0.10483137	0.057932686	0.012858726	0.13460113	0.009143332	0.47050485
126439237	0.004058612	0.19516003	0.15364261	0.06562569	0.01473965	0.12877724	0.009433732	0.42856243
146022016	0.00941492	0.37151858	0.2553812	0.09633198	0.033366714	0.12902848	0.017143358	0.087814786
146021982	0.006884678	0.37403426	0.26788065	0.104241155	0.026116459	0.14497371	0.012097676	0.06377139
146021966	0.0061923955	0.36931	0.2929372	0.082635306	0.02532919	0.14980114	0.014962241	0.058832522
146021950	0.009342206	0.3066245	0.3364903	0.092541255	0.031225568	0.1375566	0.015217324	0.07100221
146021934	0.0072877505	0.36769506	0.32639787	0.080539376	0.02530473	0.12228043	0.01580774	0.054687113
146021918	0.007437265	0.34942946	0.20872138	0.113874696	0.029947853	0.19162214	0.015910314	0.08305697
146022078	0.007484837	0.38305005	0.22773653	0.09429177	0.036175292	0.12964372	0.011148705	0.1104691
146022062	0.0072550825	0.33038226	0.3316152	0.08687737	0.02453024	0.14943792	0.017388994	0.052512918
146022046	0.009678874	0.3170554	0.24374378	0.1089161	0.03247105	0.19158518	0.023750864	0.07279876
146022058	0.006463118	0.36444965	0.34030175	0.08377972	0.025640259	0.11799687	0.013976938	0.047391642
146022042	0.006938172	0.3257449	0.28784108	0.09116498	0.024176346	0.18192069	0.01677822	0.06543567
146022026	0.0056680846	0.369375	0.31735352	0.09140035	0.02379413	0.13660139	0.012663435	0.04314405
146021976	0.00678457	0.3332282	0.30435634	0.08802372	0.02468826	0.1685917	0.014690663	0.059636604
146021960	0.0076312297	0.32036006	0.33405015	0.08106246	0.03460135	0.0885094	0.012491104	0.12129422
146021944	0.005290599	0.38299975	0.25634113	0.079309285	0.024885386	0.16909333	0.014605287	0.06747521
146021928	0.007344865	0.27408502	0.38591602	0.13010971	0.02920538	0.12693705	0.016535506	0.029866435
146021896	0.006621554	0.35450983	0.31514546	0.080290355	0.024490165	0.14614682	0.015449067	0.05734679
146021980	0.00769165	0.36192393	0.3118398	0.09914132	0.03441022	0.10800093	0.014262058	0.06273011
146021964	0.0055067264	0.3847109	0.25228468	0.083144315	0.023912102	0.16990407	0.0142888175	0.06624841
146021932	0.0065291435	0.38298404	0.2972774	0.07987829	0.025913656	0.13180734	0.014252614	0.061357513
146021916	0.0065702307	0.38679206	0.18065347	0.115548216	0.02693292	0.18913485	0.014500863	0.07986736
146022028	0.005683473	0.42675218	0.20437515	0.07852307	0.02716426	0.13980955	0.011512313	0.10617999
146021994	0.0069624498	0.36813763	0.32892206	0.10271653	0.03165601	0.10542384	0.012322503	0.043858986
146021962	0.006648394	0.37142786	0.32954141	0.08035683	0.027224386	0.11321748	0.014304453	0.05727921
146021946	0.0077178595	0.34724572	0.23593633	0.088781096	0.03860211	0.10047715	0.014297555	0.16694218
146021930	0.007534817	0.27883002	0.36610135	0.1331112	0.02889813	0.13867126	0.018875642	0.02797768
146021914	0.0063264556	0.3884087	0.2527053	0.076246895	0.027913332	0.16635114	0.01436581	0.067682385
139427995	0.006514466	0.37700438	0.31972536	0.08155129	0.028537257	0.10494103	0.012828622	0.068897605
139427979	0.007872532	0.38520464	0.26727557	0.09243267	0.032319237	0.117467396	0.020379651	0.07704831
139428093	0.0076449024	0.36059043	0.33680615	0.08807383	0.028480401	0.1020275	0.018149117	0.058227714
139428029	0.007958176	0.32587013	0.33750597	0.08986419	0.029122531	0.14331454	0.016454352	0.0499101
139428013	0.0072714854	0.39563718	0.228934	0.087821335	0.02891629	0.16131856	0.015484691	0.074616425
139427997	0.007881305	0.33935538	0.34627154	0.09664089	0.03190357	0.11555182	0.017442996	0.04495251
139427981	0.005350851	0.4397289	0.20523433	0.07407535	0.023136811	0.16443728	0.016636161	0.07140035
139427965	0.0061926967	0.3823991	0.2307355	0.074759446	0.02637989	0.19347525	0.018434193	0.067623936
139428123	0.006864076	0.37453267	0.22524504	0.08120198	0.035894975	0.09937095	0.012314321	0.16457595
139428091	0.006140899	0.41476497	0.14568092	0.092737444	0.024640298	0.22440846	0.01701724	0.074609704
139428059	0.00595455	0.40806308	0.18926863	0.08082137	0.028564988	0.17501561	0.013649072	0.098662674
139428043	0.008474719	0.30955774	0.34189042	0.09780856	0.030057425	0.1461377	0.01755141	0.048522025
127687542	0.004005034	0.39586616	0.06138222	0.06304386	0.014728083	0.16970284	0.01234243	0.2789294
127687510	0.0029240036	0.26621795	0.024242377	0.039606724	0.011448537	0.08424691	0.007871812	0.56344163
127687621	0.0030425293	0.30661285	0.075234495	0.05229796	0.013434082	0.083332784	0.0100978995	0.4559474
127687857	0.003892567	0.45431256	0.16944103	0.06649358	0.018108588	0.14588255	0.010550682	0.13131842
127687981	0.007495308	0.22720677	0.09036326	0.10535856	0.04158357	0.4913186	0.014374654	0.022299329
139379746	0.0040319865	0.44319037	0.19809884	0.09039718	0.017120237	0.13494769	0.007763698	0.10444996
139379912	0.005244384	0.3900868	0.22795539	0.072459064	0.025764324	0.123830624	0.0122737065	0.1423857
139379864	0.0060147312	0.24878664	0.49640366	0.0761314	0.023039112	0.12090359	0.011504096	0.017216695
139379832	0.0049093794	0.40141657	0.17924623	0.07067471	0.02091826	0.18653029	0.013133764	0.1231708
139379808	0.0037816383	0.45972267	0.17403889	0.05727303	0.018389544	0.13178943	0.010034818	0.14496996
139379744	0.00639211	0.15368493	0.41238114	0.06897736	0.0243724	0.10689733	0.011986394	0.21530831
139379910	0.00807824	0.28935012	0.16046004	0.09447754	0.024760926	0.23139943	0.013710109	0.17776358
139379748	0.006273378	0.19170766	0.56556755	0.0854648	0.022140274	0.101562776	0.012883353	0.014400204
139379914	0.0062883124	0.1523488	0.35167357	0.07041779	0.024633104	0.11192868	0.011575427	0.27113435
139379866	0.0026722618	0.22365832	0.030699298	0.03909347	0.0097937705	0.088289596	0.006941769	0.5988515
139379834	0.0032621697	0.25621626	0.05546571	0.05614226	0.014621266	0.10227051	0.0073191	0.50470275
139379794	0.0038630099	0.26633516	0.048835393	0.0778817	0.01481514	0.114330195	0.009933057	0.4640064
139379778	0.0024156312	0.30714437	0.06519056	0.04764822	0.012376829	0.06211118	0.007276396	0.49583673
139379878	0.0063392837	0.38786316	0.28974813	0.089407556	0.027973471	0.13184555	0.013273601	0.053549264
139379846	0.0058493786	0.39768422	0.24758379	0.086743444	0.027100608	0.16276856	0.014522987	0.057747036
139379830	0.0071754004	0.3562818	0.18968636	0.089337386	0.030175788	0.23606618	0.01979397	0.071483105
139379790	0.00777501	0.28702757	0.355692	0.08830763	0.029903285	0.17783624	0.01933822	0.034120057
139379758	0.0067904214	0.34699264	0.2368207	0.08666576	0.031320024	0.17795639	0.016274204	0.0971799
139379741	0.0064748507	0.34935263	0.25165775	0.087768614	0.029496958	0.17029716	0.015823927	0.089128144
139379723	0.0072803013	0.23513146	0.34420347	0.100482725	0.033579763	0.22797303	0.025173048	0.026176138
139379844	0.0060177636	0.35968265	0.24888034	0.076302774	0.022170708	0.15546085	0.012204726	0.11928021
139379828	0.0062692426	0.32944825	0.3211569	0.09446788	0.022490414	0.14265834	0.012846815	0.07066214
139379739	0.0069924793	0.2985866	0.17178436	0.08953928	0.02216232	0.23648834	0.01392318	0.16052343
139379826	0.0067398287	0.32072213	0.13524592	0.10223132	0.023586897	0.20948482	0.012186706	0.18980241
139379770	0.0023683605	0.28430665	0.034987465	0.046688985	0.010209519	0.08262456	0.006648266	0.5321662
139379754	0.0020454885	0.31929156	0.031676393	0.04536511	0.011686224	0.050998654	0.0051101665	0.5338264
139379737	0.0029999625	0.2780237	0.03234492	0.06499291	0.013229936	0.0640688	0.0070268842	0.5373129
139379717	0.002226428	0.31388	0.05260175	0.046837855	0.012024407	0.05386198	0.0076577063	0.51091
127687963	0.008418611	0.32230875	0.1811483	0.14881724	0.043648127	0.2309324	0.01797363	0.04675295
127687851	0.010020897	0.259029	0.18873572	0.10954621	0.025449924	0.21550417	0.01749027	0.17422388
141667089	0.0019374863	0.27616495	0.0518607	0.04058787	0.0127750635	0.032336082	0.0047942703	0.5795436
141667177	0.001924661	0.3469371	0.064460896	0.04053537	0.014415108	0.040158655	0.0049671163	0.4866012
141667207	0.0028194676	0.27995685	0.085053444	0.054769795	0.015771814	0.054823432	0.007340439	0.49946466
139409861	0.0057594315	0.29524395	0.08076208	0.07052919	0.036776472	0.07388001	0.013136548	0.42391232
139409845	0.0021657422	0.28584838	0.0568058	0.043539405	0.012758918	0.041435305	0.0061718617	0.5512746
139409841	0.0038296345	0.25858474	0.09005769	0.058551114	0.021769306	0.11919388	0.008756012	0.43925765
139409825	0.002346362	0.25802088	0.06247312	0.046964467	0.015556005	0.03841809	0.0058875643	0.5703335
127687007	0.0041139876	0.31273666	0.11124923	0.05349155	0.027632518	0.082229346	0.010842159	0.39770448
127687057	0.0034901986	0.28233948	0.10758254	0.04995219	0.024759823	0.06873166	0.00949976	0.45364428
127687001	0.0011982414	0.3120531	0.028342156	0.03156596	0.008355328	0.026289508	0.003522319	0.5886734
127687065	0.002680201	0.29866824	0.058572534	0.049298894	0.015146573	0.059526857	0.0066508926	0.50945574
141667185	0.0029330298	0.31456184	0.09856707	0.05557093	0.020470949	0.04449289	0.0063353437	0.45706794
141667169	0.002193704	0.26905128	0.10690769	0.049540192	0.012282518	0.034384016	0.0050622835	0.5205783
141667153	0.0015706262	0.3128364	0.037008308	0.043104682	0.008943528	0.03024271	0.0036038982	0.56268984
141667137	0.0015415732	0.29204813	0.06826498	0.04234448	0.008877995	0.022663107	0.0037669644	0.56049275
141667229	0.0016212412	0.27075243	0.05029802	0.040423874	0.010107741	0.022827799	0.0039357436	0.6000332
141667103	0.0016987462	0.27954122	0.04051593	0.039569736	0.011260766	0.02425926	0.004665133	0.5984893
